"-"
"Thompson, Dennis L."
"Thompson Hagarty, Maura"
"Thompson, W. M."
"Thönissen, Wolfgang"
"Thönnes, Hans-Werner"
"Thon, Nikolaj"
"Thorand, Nadine"
"Thorn, Jean"
"Thull, Philipp"
"Thunduparampil, Cherian"
"Thunduparampli, Cherian"
"Thür, Gerhard"
"Thurn, Hans"
"Thüsing, Georg"
"Thüsing, Gregor"
"Tibbets, Stephanie"
"Tichy, Heinz"
"Tichy, Jonathon T."
"Tierney, Brian"
"Tierney, Terence E."
"Tiling, Christian Heinrich von"
"Tillard, Jean M."
"Tilley, Terrence W."
"Tillmanns, Rainer","121597482"
"Tillmanns, Reiner","121597482"
"Tillmans, Rainer","121597482"
"Timmer, Rainer"
"Timoteo, Marina"
"Timpe, Nicolaus"
"Tinebra, Loredana"
"Ting Pong Lee, Ignatius"
"Tinoko, José M."
"Tinti, Myriam"
"Tiongco, Isaías A. D."
"Tippow, Rainald"
"Tirán Dutari, Julio"
"Tirapu, Daniel"
"Tirapu Martinez, Daniel"
"Tissot, Jean-Charles"
"Titularbischof Elio Sgreccia"
"Titularerzbischof Donato Squiccaiarini"
"Tkaczyk, L."
"Tkhorovskyy, Mykhaylo"
"Tobias Käufer"
"Tobin, Joseph"
"Tobler, Stefan"
"Tocanel, Pietro"
"Tocha, Wigbert"
"Tock, Benoît"
"Todisco, Vito A."
"Tolles, Sally"
"Tolmein, Oliver"
"Tolstuik, Michael"
"Tomarelli, Ubaldo"
"Tomasi, Silvano Maria"
"Tomberg, Markus"
"Tombert, Roland"
"Tomko, Josef"
"Tommasini, Beatrice"
"Tondi della Mura, Giovanni"
"Toni di Cigoli, Franco S."
"Tonizzi, Fabio"
"Tonnellier, Constant"
"Tonoletti, Roberto"
"Topalov, Anne-Marie"
"Topey, Charles L."
"Tophinke, Esther"
"Toplak, Ludvik"
"Toprakyaran, Erdal"
"Torbjørn, Olsen"
"Torche, Marie-Thérèse"
"Torcini Corazza, Marta"
"Torfs, Rik"
"Torres Gutiérrez, Alejandro"
"Torres, J."
"Torres Llorente, Jesus"
"Torres Queiruga, Andrés"
"Torruella Brossa, Xavier"
"Toscano, Marcello"
"Toscer-Angot, Sylvie"
"Totzeck, Markus"
"Towfigh, Emanuel V."
"Toxé, Philippe"
"Toxé, Phillippe"
"Toyos Saenz de Miera, Carlos"
"Tozzi, Valerio"
"Track, Joachim"
"Tracz, Zbigniew"
"Traina, Christina L. H."
"Tramma, Umberto"
"Transen, Gérard"
"Trapp, Dan B."
"Trapp, Dan Bastian"
"Traserra Cunillera, Jaume"
"Trauffer, Roland B.","17326106X"
"Trauffer, Roland-B.","17326106X"
"Trauffer, Roland-Bernhard","17326106X"
"Traulsen, Christian"
"Traulsen, Susanne"
"Trauner, Karl-Reinhart"
"Travers, Patrick J."
"Treanor, John J."
"Treffer, Gerd A."
"Trelis Martín, Palmira"
"Tremel, Monika"
"Trenchard, J."
"Trentin, Guiseppe"
"Tretera, Ji?í R."
"Tretera, Jirí R."
"Trevisan, Gianni"
"Triacca, Achille M."
"Tribunal de la Archidiócesis de Madrid"
"Tribunal de la Archidiócesis de Santiago de Compostela"
"Tribunal de la Archidiócesis de Valencia"
"Tribunal de la Diócesis de Orihuela-Alicante"
"Tribunal de la Rota de la Nuciatura Apostólica"
"Tribunal del Obispado del Cádiz-Ceuta"
"Tribunal Eclesiástico Interdiocesano de Porto Alegre"
"Tribunale dello Stato della Città del Vaticano"
"Tribunale di Cremona"
"Tribunale di Milano"
"Tribunale di Padova"
"Tribunale di Roma, Sez. Lavoro"
"Tribunale di Vicenza"
"Tribunale Ecclesiasitico Regionale Lombardo"
"Tribunale Ecclesiastico Diocesano di Perugia"
"Tribunale Ecclesiastico Diocesano di Pozzuoli"
"Tribunale ecclesiastico regionale Lombardo"
"Tribunale Ecclesiastico Regionale Piemontese"
"Tribunale Ecclesiastico Regionale Triveneto"
"Tribunale ordinario di Roma"
"Tribunale regionale di giustiza amministrativa Trentino-Alto adige sez. autonoma prov. Bolzano"
"Tribunale Venezia, Sez. GIP"
"Tribunal of the Catholic Church for New South Wales and Australian Capital Territory"
"Tribunal of Victoria and Tasmania (Melbourne)"
"Tribunal Supremum Signaturae Apostolicae","4197791-9"
"Tricerri, Carlo"
"Trichet, Louis"
"Triebel, Matthias"
"Tripp, Harald"
"Trisco, Robert"
"Troeger, Elisabeth"
"Tröger, Gerhard"
"Troianos, Spyros ."
"Troianos, Spyros"
"Troianos, Spyros N."
"Troianos, Sypros"
"Troje, Hans Erich"
"Tropper, Peter G."
"Trudeau, Jean"
"Trullols Durán, José C."
"Trumbore Jones, Anna"
"Trummer, Peter"
"Trupia, Robert C."
"Trusen, Adolf M."
"Trusen, Winfried"
"Tschacher, Werner"
"Tsitselikis, Konstantinos"
"Tück, Jan-Heiner"
"Tuffery-Andrieu, Jeanne-Marie"
"Tufféry-Andrieu, Jeanne-Marie"
"Tulabing, Gamaliel"
"Tully, Michael"
"Tumicki, Ted F."
"Tumir, Ve?eslav"
"Tunia, Anna"
"Tuohey, John F."
"Turcescu, Lucian"
"Turchi, Athos"
"Turchi, Vincenzo"
"Turcotte, Paul-André"
"Turij, Oleg"
"Turley, Thomas"
"Turmel, Christiane"
"Turnatori, Egidio"
"Turnaturi, Aegidio"
"Turnaturi, Aegidius"
"Turnaturi, Egidio"
"Turner, Geoffrey"
"Turowski, Leopold"
"Turriziani Colonna, Fabrizio"
"T?val?, Emanuel"
"Twal, Fouad"
"Tzscheetzsch, Werner"
"u. a."
"u.a."
"Uanan, Gregorio C."
"Ubertis, Giulio"
"Uccella, Fulvio"
"Uccello, Alessandra"
"Udeani, Chibueze C."
"Udeani, Monika"
"Udugbor, Marcellus"
"Udugbor, Marcellus Okenwa"
"Udvarhelyi, Adalbert"
"Ueberschär, Ellen"
"Uggé, Bassiano"
"Uhle, Arnd"
"Ujházi, Lóránd I."
"Ulbrich, Anselmo L."
"Ullmann, Walter"
"Ulonska, Herbert"
"Ulrich, Rhode"
"Unger, Ludwig"
"Unione Cristiana evangelica Battista d'Italia"
"Unione Cristiana Evangelica Battista d'Italia"
"United States Conference of Catholic Bishops","10127442-7"
"Universidad Pontificia Salamanca","1013851-1"
"Universität Ermland-Masuren"
"Unkelbach, Peter"
"Unruh, Peter"
"Unser, Alexander"
"Unterburger, Klaus"
"Unzeitig, Theo"
"Unzeitig, Theodor"
"Urban, Hans J."
"Urbán, Imre"
"Urban, Jens P."
"Urban, Josef"
"Urrabazo, Rosendo"
"Urrestarazu Villaroel, Víctor O."
"Urru, Angelo"
"Urru, Angelo G."
"Urrutia, Francisco J."
"Urruticoechea Ríos, Sebastián"
"Urso, Paolo"
"Urtasun, Cornelio"
"Urteaga Embil, José M."
"Urteil"
"Uruszczak, Waclaw"
"Usai, Giovanni M."
"Ustinov, Hugo Adrián von","1064187862"
"Uta-Renate Blumenthal"
"Utrechter Union"
"Uzun, Mehmet Cengiz"
"Vaccarella, Romano"
"Vaccarotto, Giovanni"
"Vacherot, Jean"
"Vachicouras, Gary"
"Vadakkekara, Benedict"
"Vadakumcherry, Joseph"
"Vadakumthala, Alex"
"Vahi Serrano, Salvador"
"Vajani, Desiderio"
"Vajta, Vilmos"
"Valchanov, Martin"
"Valderrama Adransén, Carlos"
"Valderrama Adriansén, Carlos"
"Valdés de Elizalde, Francisco J."
"Valdrini, Patrick"
"Valencia, José Omar Larios"
"Valentan, Sebastijan"
"Valentini, Donato"
"Valentin, Joachim"
"Valenziano, Crispino"
"Val, Homero"
"Vallini, Agostino"
"Vallini, Augustinus"
"Vallin, Pierre"
"Val Pérez, Homero"
"Van Allen, Roger"
"Van Banning, Jozef"
"Van Beek, I."
"Van Bijsterveld, Sophie"
"Van Bijsterveld, Sophie C."
"Van Bilsen, Th. J. C."
"Van Dellen, Alexander"
"Van den Berghe, P."
"Van den Berghe, Paul"
"Van den Brink, Herman"
"Van den Hengel, John"
"Van den Hole, Leo"
"Van den Hout, André J. T."
"van de Paverd, Frans"
"Van der Helm, Ad"
"Van der Helm, Ad J. M."
"Van der Meer, Haye"
"Vandermeersch, Patrick"
"Van der Poel, Cornelius J."
"van der Vyver, Johan D."
"Van de Wiel, Constant","1046604481"
"Van Eijk, Ton"
"Van Esbroeck, Michael"
"Van Ess, Josef"
"Van Gansewinkel, Albert"
"Vanhoye, Albert"
"Vaniyapurackal, Sebastian Th."
"van Kaick, Johannes A."
"Van Kruining, P. F."
"Van Lunenchenu, Marie-Thérèse"
"Vanneste, A."
"Vanneste, Alfred"
"Vannicelli, Luigi"
"Vanni, F."
"Vann, Kevin W."
"van Norden, Jörg"
"Van Oevelen, Aloïs"
"Van Oosten, N."
"van Parys, Michel"
"Van Spaendonck, F. H. M."
"Vansteenkiste, Clemente J.","141544864"
"Vansteenwegen, A."
"Van Stiphout, Maurice"
"Van Walstijn, W. A. W."
"Van Wijnbergen, Christine"
"Vanzan, Anna"
"Vanzetto, Tiziano"
"Vanzi, Alberto"
"Vanzi, Laberto"
"Varalda, Cesare E."
"Varalda, Cesare Edoardo"
"Varalta, Zaccaria"
"Vardè, Francesco"
"Varela, Antonio M."
"Varnier, Giovanni Battista"
"Varnier, Giovanni B."
"Varone, Vincenzo"
"Varvaro, William A."
"Vasalli, Filippe"
"Vasil', Cyril"
"Vasil, Cyril"
"Vassallo, Marilyn"
"Vassallo, Marylyn R."
"Vattappalam, Michael"
"Vauchez, André"
"Vaughan, R. P."
"VaVG der EKHN"
"Vavouskos, Anastasios"
"Vayalunkal, Kurian M."
"Vázques Sánchez, Jaime"
"Vázquez del Rey Villanueva, Antonio"
"Vázquez García-Peñuela"
"Vázquez García-Peñuela, José M."
"Vázquez Gestal, Emilio Á."
"Vazquez, I."
"Vázquez Janeiro, Isaac"
"Vázquez Sánchez, Jaime"
"Vazquez, Stella M."
"VB Stuttgart"
"VDD","1022743-X"
"VDD-Vorsitzender"
"Vecchiarelli, Carlo"
"Vecchi, Fabio"
"Vedder, Christoph"
"Vega Gutiérrez, Ana M."
"Vegas, Giuseppe"
"Velachery, Alex"
"Velarde, Coridad"
"Velarde, Higinio"
"Vela Sánchez, Luis"
"Velasco Villar, Santos"
"Velinjalil, Joseph"
"Vella, Paul C."
"Vellguth, Klaus"
"Vellian, Jacob"
"Veltri, Giuseppe"
"Veneroso, Annunziato"
"Vennekens, Nicole"
"Ventimiglia, Giovanni"
"Vento Torres, Margarita"
"Ventrella Mancini, Carmela"
"Ventura, Marco"
"Venturelli, Ferruccio A."
"Venturi, Carlo"
"Vera, Francisco"
"Veraja, Fabian"
"Vera, Roa M."
"Verband der Diözesen Deutschland","1022743-X"
"Verband der Diözesen Deutschlands","1022743-X"
"Verband der Diözesen Deutschlands (VDD)","1022743-X"
"Verbeek, Siobhan M."
"Verbrugghe, Albert E."
"Verburg, Winfried"
"Vercruysse, Joe E."
"Vereb, Jerome M."
"Verein Caritas Schweiz","67059-5"
"Vereinigte Evangelisch-Lutherische Kirche Deutschlands","2025447-7"
"Vere, Peter J."
"Verfassungs- und Verwaltungsgericht der Vereinigten Evangelisch-Lutherischen Kirche Deutschlands"
"Verfassungs- und Verwaltungsgericht der Vereinigten Ev.-Luth. Kirche Deutschlands"
"VerfG Brandenburg","5178934-6"
"VerfGH"
"VerfGH Bayern","35869-1"
"VerfGH Berlin"
"VerfGH Brandenburg","5178934-6"
"VerfGH Österreich","35886-1"
"Vergannen, Guido"
"Vergara, Romulo A."
"Verginelli, Giovanni"
"Verginelli, Ioannes"
"Verhülsdank, Andreas"
"Verhülsdonk, Andreas"
"Verlautbarungen der Deutschen Bischöfe"
"Verlautbarungen des Apostolischen Stuhls"
"Vernaschi, Alberto"
"Vernay, Chanoine J."
"Vernay, Jacques"
"Vernay, Jaques"
"Versaldi, Giuseppe","113026078X"
"Vervliet, Luc"
"Verwaltungskammer des Bischöflichen Ordinariates Limburg"
"Verwertungsgesellschaft ""WORT"""
"Vescovi, Angelo L."
"Vesting, Thomas"
"Vetter, Martin"
"Vezzoli, Ovidio"
"VG Aachen"
"VG Ansbach","4431084-5"
"VG Arnsberg","7775897-3"
"VG Augsburg","1500280-9"
"VG Bayreuth"
"VG Berlin","1035531860"
"VG Braunschweig","4751829-7"
"VG Bremen","10015823-7"
"VG Darmstadt","39810-X"
"VG der Evangelischen Kirche der Kirchenprovinz Sachsen"
"VG der Evangelischen Kirche in Brandenburg"
"VG Dessau"
"VG Dresden"
"VG Düsseldorf","7745297-5"
"VG EKD","2009798-0"
"VG Frankfurt a. M.","39809-3"
"VG Frankfurt a.M.","39809-3"
"VG Frankfurt/Oder"
"VG Freiburg","5501741-1"
"VG Freiburg/Br.","5501741-1"
"VG für mitarbeitervertretungsrechtliche Streitigkeiten der EKD"
"VG Gelsenkirchen","2087978-7"
"VG Gera","1060530406"
"VG Gießen","16018410-1"
"VG Göttingen"
"VG Halle"
"VG Halle (Saale)"
"VG Hamburg"
"VG Hannover","1041385137"
"VGH Baden-Würtemberg","25407-1"
"VGH Baden Württemberg","25407-1"
"VGH Baden-Württemberg","25407-1"
"VGH Bayern","35870-8"
"VGH Berlin"
"VGH Brandenburg"
"VGH Hessen","2036958-X"
"VGH Mannheim","4219508-1"
"VGH München"
"VGH Österreich","35887-3"
"VG Karlsruhe"
"VG Kassel","39808-1"
"VG Koblenz","1034185462"
"VG Köln","5569398-2"
"VG Leipzig","6059174-2"
"VG Lüneburg","4794906-5"
"VG Luzern",1086941705
"VG Magdeburg"
"VG Mainz"
"VG Mannheim"
"VG Meiningen"
"VG Minden","7775901-1"
"VG München"
"VG Münster","7775903-5"
"VG Neustadt a.d.W."
"VG Neustadt a.d. Waaldnaab"
"VG Neustadt (Weinstraße)"
"VG Neustadt Weinstraße"
"VG Neustadt/Weinstraße"
"VG Oldenburg"
"VG Osnabrück","1060644800"
"VG Potsdam"
"VG Regensburg","1086868307"
"VG Riesa-Großenhein"
"VG Saarland","16338310-8"
"VG Schleswig-Flensburg"
"VG Schleswig-Holstein","5314958-0"
"VG Sigmaringen"
"VG Stade"
"VG Stade – 1. Kammer LG"
"VG Stuttgart"
"VG Trier","5296684-7"
"VG VELKD"
"VG Weimar","16336641-X"
"VG Wiesbaden"
"VG Würzburg","4626627-6"
"VHG Hessen","2036958-X"
"VHG München","35870-8"
"Viana, Antonio"
"Vicenzo Kardinal Fagiolo"
"Vicini, Andrea"
"Vidal Gallardo, Mercedes"
"Vidal, Maurice"
"Vidal, Miriam Isabel"
"Vidler, Derek"
"Viejo-Ximénez, José M."
"Viejo-Ximénez, José Miguel"
"Vietmeier, Alfons"
"Vigilante, M."
"Vigil, Michael A."
"Vikström, John"
"Viladrich, Pedro J."
"Viladrich, Pedro-Juan"
"Vilain, Noël"
"Villa Avila, Jorge E."
"Villaça Azevedo, Álvaro"
"Villalón, Juan C."
"Villamil, Mónica Mercedes"
"Villamil Relon, Hector"
"Villani, Augusta"
"Villar, José Ramón"
"Villar, José R."
"Villa Robleda, Maria J."
"Villa Robledo, Maria J."
"Villarroel, Fidel"
"Villeggiante, Sebastiano"
"Villegiante, Sebastiano"
"Villemin, Laurent"
"Villot, Ioannes"
"Vincent, Gilbert"
"Vincenzo, Fagiolo"
"Vintrova, Martina"
"Vinzent, Markus"
"Viola, Francesco"
"Violi, Stefano"
"Viollet, Jean-Marc"
"Violo, Stefano"
"Virginelli, Giovanni"
"Virmani, Arundhati"
"Virt, Günter"
"Vischer, Georg"
"Vischer, Lukas"
"Viscome, Francesco"
"Viscuso, Patrick"
"Visioli, Mario"
"Visioli, Matteo"
"Visser, Jan"
"Vitale, Antonio"
"Vitali, Enrico"
"Vitalone, Alessia"
"Vito Pinto, Pio"
"Vivo de Undabarrena, Enrique"
"Vizaíno Caballero, Francisco J."
"Vizepostulator in Deutschland für den Seligsprechungsprozess des Gründers des Opus Dei"
"Vizzarri, Angelo"
"Vlachhos, Jorgos C."
"Vlad, Monica"
"Vlaicu, Patriciu-Dorin"
"Vlaicu, Patriciu"
"Vletsis, Athanasios"
"Vodenberger, Victoria"
"Voderholzer, Rudolf"
"Vodola, Elisabeth"
"Vogel, Benjamin"
"Vogel, Bernhard"
"Vogel, Cyrille"
"Vogel, Jörg"
"Vogel, Manfred"
"Vogels, Walter"
"Vogel, Viola"
"Vogt, Hermann J."
"Vögtli, Jürg"
"Vogt, Markus"
"Voigt, Alfred"
"Volgger, Ewald"
"Völker, Kathrin"
"Volker, Resing"
"Volk, W. A."
"Vollkommer, Max"
"Vollnhals, Isidor"
"Voll, Otto J."
"Vollversammlung VDD"
"Volpe, Marcello"
"Voltolina, Giulietta"
"Vonaesch, Pierre"
"Von Arx, Walter"
"Von Aswegen, Claudia"
"Von Balthasar, Hans U."
"Von Beyme, Benita"
"Von Bock-Schlesier, Andreas"
"Von Campenhausen, Axel"
"Von Camphausen, Axel"
"Von Castell, Ernst","115215700"
"Von Castell, Ernst Freiherr","115215700"
"Von Clausewitz, Bettina"
"Vondenberger, Victoria"
"Von der Recke, Barbara"
"Von Eiff, August W."
"von Friedeburg, Robert"
"Von Gaál, Imre"
"von Gemmingen, Eberhard"
"Von Mangoldt, Hans"
"von Mitschke-Collande, Thomas"
"Von Münch, Ingo"
"Von Murner, Walter"
"Von Nell-Breuning, Oswald"
"Von Richthofen, Rose"
"Von Scheliha, Arnulf"
"Von Schulte, Johann F."
"Von Soden-Fraunhofen, Heinrich"
"von Stosch, Klaus"
"Von Tiling, Peter"
"Von Twickel, Marie-Désirée"
"Von Ungern-Sternberg, Antje"
"Von Usslar, Ludolf"
"Von Ustinov, Hugo A."
"Von Weber, Franz X."
"Von Wendel, Ezzelino"
"Vorbeck, Kristin"
"Vorgrimler, Herbert"
"Vorrath, Franz"
"Vorsitzender der DBK"
"Vorsitzender des Diözesancaritasverbandes Trier"
"Vorsitzender des Diözesan-Caritasverbandes Trier"
"Vorsitzender des Diözesan-Caritasverbandes Trier e. V."
"Vorsitzender des Gesamtverbandes"
"Vorsizender der Deutschen Bischofskonferenz"
"Vorstand der Schweizerischen Vereinigung für evangelisches Kirchenrecht"
"Vorstand des Caritasverbandes Hannover e. V."
"Vorstand Diözesan-Caritasverband Köln"
"Voss, Gerhard"
"Voßhenrich, Tobias"
"Voyé, Liliane"
"Vries, Jan"
"Vulpius, Axel"
"VwGH Österreich"
"Wächter, Lothar"
"Wackenheim, Charles"
"Wacker, Bernd"
"Wacker, Marie-Theres"
"Wäckers, Anton J."
"Waelkens, Laurent"
"Wagner, Dieter"
"Wagner-Rau, Ulrike"
"Wagschal, David"
"Wähler, Klaus"
"Wahle, Stephan"
"Wahl, Heribert"
"Wahlmüller, Anton"
"Waibel, Wolf-Wilhelm"
"Waider, Heribert"
"Wainwright, Geoffrey"
"Wakenhut, Walter"
"Walczak, Roman"
"Waldenfels, Hans"
"Waldhoff, Christian"
"Waldmann, Bernhard"
"Waldmann, Markus"
"Waldstein, Wolfgang"
"Walencik, Dariusz"
"Walf, Knut"
"Walker, Edward"
"Walker, Francisco"
"Walker Vicuña, Francisco"
"Walkowiak, David J."
"Walk, Werner"
"Wallacher, Johannes"
"Wall, de Heinrich"
"Wallerath, Maximilian"
"Wall, Heinrich de"
"Wallner, Josef"
"Wallner, Jürgen"
"Wallner, Karl J."
"Walser, Markus","113243537"
"Walser, Martin"
"Walsh, Maurice B."
"Walsh, Patrick"
"Walsh, William"
"Walter, Christian"
"Walter, Jochen"
"Walter, Norbert"
"Walter, Peter"
"Walther, Helmut G."
"Walther, Volkmar"
"Wamboldt, William J. S."
"Wamuyu Gitahi, Jennifer"
"Wanck, Leroy A."
"Wandinger, Nikolaus"
"Wang Jiyou, Paul"
"Wanke, Joachim"
"Wanki, Clothilde N."
"Wanzura, Werner"
"Warchalowski, Krzysztof"
"Ward, Daniel","  172787157"
"Ward, Daniel J.","  172787157"
"Warecki, Dorian"
"Ware, Kallistos"
"Warnink, Hildegard"
"Wartzbacher-Rundholz, Ingrid"
"Wasmuth, Johannes"
"Wasserfuhr, Markus"
"Wassermann, Rudolf"
"Wastl, Ulrich"
"Waters, Ian"
"Waters, Ian B."
"Wätjer, Jürgen"
"Wauck, Leroy A."
"Waymel, Dominique"
"Waymel, Marie-Antoinette"
"Weakland, Rembert"
"Weaver, John"
"Webb, James"
"Weber, Franz"
"Weber, Harald"
"Weber, Hedda"
"Weber, Hermann"
"Weber, Johannes"
"Weber, John S."
"Weber, Josef"
"Weber, Karl"
"Weber, Klaus"
"Weber, Margit","172773903"
"Weber, Markus"
"Weber, Marysia"
"Weber, Robert"
"Weber, Susanne B."
"Weckwerth, Andreas"
"Wegan, Martha"
"Weger, Karl-Heinz"
"Weher, Karl"
"Wehner, Thomas"
"Wehr, Lothar"
"Weibel, Nadine"
"Weibel, Paul"
"Weibel, Rolf"
"Weichlein, Siegfried"
"Weier, Joseph"
"Weigand, Roland"
"Weigand, Rudolf"
"Weihbischof von Bamberg"
"Weihbischof von Berlin"
"Weihbischof von Regensburg"
"Wei, John C."
"Wei, John"
"Weikmann, Hans-Martin"
"Weiler, Birgit"
"Weiler, R."
"Weilert, Katarina"
"Weimann, Ralph"
"Weinberger, Walter"
"Weirer, Wolfgang"
"Weisenbeck, Marlene"
"Weisgerber, James V."
"Weishaupt, Gero P."
"Weisner, Christian"
"Weis, Norbert"
"Weis, Roland"
"Weiss, Andreas"
"Weiß, Andreas"
"Weiß, Andreas M."
"Weiß, Bardo"
"Weißensteiner, Johann"
"Weisser, Thomas"
"Weiss, Johannes"
"Weiß, Peter"
"Weiß, Wolfgang"
"Weitz, Thomas A."
"Wejwoda, Marek"
"Welch, Madeline"
"Welker, Michael"
"Wellens, Stephanus"
"Wellert, Anne-Ruth"
"Wellnitz, Britta"
"Wellspring, Julian B."
"Welskop-Deffaa, Eva M."
"Welz, Thomas J."
"Wemhoff, Matthias"
"Wendebourg, Dorothea"
"Wendehorst, Alfred"
"Wendel, Saskia"
"Wendt, Günther"
"Wengelski-Strock, Sabine"
"Wenger, David R."
"Weninger, Michael"
"Wenner, Reinhard"
"Wentholt, Louise"
"Wenz, Gunther"
"Werbick, Jürgen"
"Werckmeister, Jean"
"Werden, Rita"
"Wergen, Werner"
"Werkgroep Nederlandstalige Canonisten"
"Werkmeister, Jean"
"Werkmüller, Dieter"
"Werlen, Martin"
"Werneke, Michael"
"Werners, Hans"
"Werner, Yvonne Maria"
"Wesemann, Paul"
"Wessels, Robert"
"Wessel, Susan"
"Wessely, Christian"
"Weß, Paul"
"Westinger, Lars"
"Wetter, Friedrich"
"Wettreck, Rainer"
"Wetzstein, Thomas"
"Weusmann, Johann"
"Weyermann, Maja"
"Weynen, Frank"
"Whetstone, Richard J."
"Whitman, James Q."
"Whitt, Dwight R."
"Wiatrowski, Ralph"
"Wickham, John F."
"Wicks, Jared"
"Wick, Volker"
"Wiedemann, Richard"
"Wiederkehr, Dietrich"
"Wiedl, Birgit"
"Wiegelmann, Christian"
"Wieland, Thomas"
"Wielandt, Rotraud"
"Wiemeyer, Joachim"
"Wiertz, Paul"
"Wiese, Hans-Ulrich"
"Wiesel, Stefan"
"Wiesemann, Karl Heinz (B- Speyer)"
"Wiesemann, Karl Heinz (B-Speyer)"
"Wiesemann, Karl-Heinz"
"Wieser, Emanuel"
"Wieser, Renate"
"Wieshaider, Wolfgang"
"Wiesmann, Helmut"
"Wiessner, Gernot"
"Wiggermann, Karl-Friedrich"
"Wijens, Myriam"
"Wijlens, Myriam"
"Wilckens, Ulrich"
"Wildhaber, Bruno"
"Wilfred, Felix"
"Wilhelm, Maria"
"Wilhelms, Günter"
"Wilk, Aleksandra"
"Wilke, Birgit"
"Wilkens, Erwin"
"Willaime, Jean-Paul"
"Will-Armstrong, Johanna"
"Willems, Joachim"
"William, Daniel"
"Williamson, Enid"
"Williams, Rowan"
"Will, Johanna B."
"Willon, Edward J."
"Willot, Raphaël"
"Willoweit, Dietmar"
"Wilms, Heinrich"
"Wils, Jean-Pierre"
"Wilson, Marie P."
"Wilson, Mary P. J."
"Wilson Philip"
"Wilson, Philip"
"Wimmers, Rudolf"
"Wimmer, Stefan J."
"Winands, Günter"
"Windisch, Andrea"
"Windisch-Graetz, Michaela"
"Windisch, Hubert"
"Winer, Mark L."
"Winhard, Wolfgang"
"Winkel, Burghard","173716768"
"Winkler, Dietmar W."
"Winkler, Gerhard B."
"Winkler, Gerhard"
"Winkler, Katja"
"Winninger, Paul"
"Winroth, Anders"
"Winterhoff, Klaus"
"Winter, Jörg"
"Winter, Klaus"
"Winter, Stephan"
"Winzeler, Christoph"
"Wipf, Thomas"
"Wippel, John"
"Wirsching, Johannes"
"Wir sind Kirche"
"Wirthmann, Dagmar"
"Wirth, Paul","108819590"
"Wirz, Christian"
"Wissink, Jósef"
"Wissmann, Hinnerk"
"Wißmann, Hinnerk"
"Witschen, D."
"Witschen, Dieter"
"Witsch, Norbert"
"Witte, Henk"
"Witte, John"
"Witte, John Jr."
"Witte, Leticia"
"Witters, Willibrord"
"Wittreck, Fabian"
"Wittstadt, Klaus"
"Witzel, Raffaella"
"Wodrazka, Paul Bernhard"
"Woehrling, Jean-Marie"
"Woelki, Thomas"
"Woestmann, William H."
"Woestman, William"
"Woestman, William H."
"Wohlmuth, Josef"
"Woiwode, Matthias"
"Wojacek, Krystian"
"Wojciechowska, Alicja"
"Wojciechowski, Grzegorz"
"Wójcik, Andrzej"
"Wójcik, Walenty"
"Wojnar, Melitius M."
"Wojtkowski, Julian"
"Wolbert, Werner"
"Wölfel, Christian"
"Wolff, Heinrich A."
"Wolff, Norbert"
"Wolf, Franz J."
"Wolf, Gunther G."
"Wolf, Hubert"
"Wolf, Lorenz"
"Wolf, Maria"
"Wolf, Mathias"
"Wolf, Nicole"
"Wolfsberger, Christian"
"Wolf, Susanne"
"Wolgast, Eike"
"Wollbold, Andreas"
"Wollschläger, Karin"
"Wolodkiewicz, Witold"
"Wolski-Prenger, Friedhelm"
"Wolter, B."
"Woods, Susan K."
"Wood, Susan"
"Wood, Susan K."
"Woolfenden, Graham"
"Woppowa, Jan"
"Working Party of the Canon Law Society of Great Britain and Ireland"
"World Federation of Catholic Medical Assosiations"
"Wörtenberger, Thomas"
"Wouters, Jos"
"Wrege, Wolf R."
"Wrege, Wolf Reinhard"
"Wrenn, Lawrence G."
"Wroce?ski, Józef"
"Würmli, Rudolf"
"Wurster, Herbert W."
"Wüstefeld, Marcus"
"Wüstenberg, Michael"
"Wüstenfeld, Marcus"
"Wustmans, Hildegard"
"Wuthe, Paul"
"Wüthrich, Matthias D."
"Wyrwoll, Nikolaus"
"Wysoczanski, Wiktor"
"Wyttenbach, Judith"
"Xavier Gomes, Evaldo"
"Xibaut, Bernard"
"Xuereb, Edward"
"Yaacoub, Abdou"
"Yamagishi, Keiko"
"Yanguas, José M."
"Yanus, Gary D."
"Yapi, Andy N."
"Yeasmin, Nafisa"
"Yeh, Jeong-Chul"
"Yiangou, Theodore X."
"Yoda, Jacob"
"Young, Robert T."
"Yuen, Marvin"
"Yurchak, Thomas"
"Zablocka, Maria"
"Zablocki, Jan"
"Zacchello, Ivana"
"Zacharias, Diana"
"Zacharski, Grzegorz"
"Zacher, Hans F."
"Zachhuber, Johannes"
"Zadra, Barbara"
"Zafra Cortina, Julio Edgar"
"Zagano, Phyllis"
"Zaggia, Cesare"
"Zaim, Fouad"
"Zaisberger, Friederike"
"Zakar, Polykarp F."
"Zalba, Marcelino"
"Zalbidea, Diego"
"Zalbidea González, Diego"
"Zamagni, Gianmaria"
"Zambon"
"Zambon, Adolfo"
"Zambon, Alfonso"
"Zamora García, Francisco J."
"Zamora Romero, José M."
"Zanchini di Castiglionchio, Francesco","1025882768"
"Zanetti, Eugenio"
"Zannoni, Giorgio"
"Zannotti, Luciano"
"Zanotti, Andrea"
